clip_id,true_class,p1_sim_l0,p1_sim_l1,p1_sim_l2,p1_sim_l3,p1_argmax,p2_sim_l0,p2_sim_l1,p2_sim_l2,p2_sim_l3,p2_argmax,p3_sim_l0,p3_sim_l1,p3_sim_l2,p3_sim_l3,p3_argmax
5100451004.avi,3,0.25245335698127747,0.24218329787254333,0.26956701278686523,0.24564814567565918,2,0.20431475341320038,0.246557354927063,0.25180938839912415,0.21890318393707275,2,0.21705791354179382,0.2698606252670288,0.2574979364871979,0.2155665010213852,1
5000672052.avi,3,0.200473815202713,0.22851382195949554,0.22263209521770477,0.20367924869060516,1,0.2075541615486145,0.25221705436706543,0.2465249001979828,0.2087981253862381,1,0.20121395587921143,0.23084336519241333,0.2325047254562378,0.21003051102161407,2
5100472054.avi,2,0.2276797890663147,0.21932245790958405,0.25707823038101196,0.21706658601760864,2,0.19735842943191528,0.24800042808055878,0.245907723903656,0.20985953509807587,1,0.20840515196323395,0.2453814148902893,0.24021397531032562,0.2116953730583191,1
5000671047.avi,2,0.1982860118150711,0.22228361666202545,0.22091615200042725,0.20003598928451538,1,0.21805767714977264,0.26574400067329407,0.24910345673561096,0.21284791827201843,1,0.21802283823490143,0.2327193319797516,0.2396172434091568,0.2122674286365509,2
88265401490.mp4,3,0.2690331041812897,0.26386964321136475,0.2658400535583496,0.25778400897979736,0,0.25647708773612976,0.2901991307735443,0.2903584837913513,0.25286445021629333,2,0.251598060131073,0.2617558538913727,0.2662627696990967,0.2533724308013916,2
8264120116.avi,1,0.24869610369205475,0.2635883688926697,0.26177626848220825,0.2220437079668045,1,0.2781451344490051,0.28142011165618896,0.2581711411476135,0.23271748423576355,1,0.2612001895904541,0.2510778307914734,0.2772325575351715,0.23919819295406342,2
8264120256.avi,1,0.20641212165355682,0.2183000147342682,0.23183459043502808,0.2097703069448471,2,0.20801331102848053,0.24526548385620117,0.22642669081687927,0.2077004611492157,1,0.21838459372520447,0.23092539608478546,0.23952330648899078,0.20839646458625793,2
5100342028.avi,1,0.2286575883626938,0.20955993235111237,0.22676068544387817,0.22111400961875916,0,0.25987207889556885,0.2696385085582733,0.24719887971878052,0.24208465218544006,1,0.2752809524536133,0.2599664032459259,0.2903054356575012,0.23084259033203125,2
5100092002.avi,3,0.2138446718454361,0.20997723937034607,0.2432573437690735,0.22736723721027374,2,0.19181133806705475,0.22276274859905243,0.24114951491355896,0.20693060755729675,2,0.2113402783870697,0.25907689332962036,0.25751805305480957,0.240711972117424,1
88265401260.mp4,3,0.26266729831695557,0.28538060188293457,0.2819975018501282,0.2713630199432373,1,0.23638100922107697,0.30309081077575684,0.2993462383747101,0.2645355463027954,1,0.23845472931861877,0.2732582688331604,0.2673235535621643,0.26707980036735535,1
9877360256.avi,1,0.26455599069595337,0.2824307382106781,0.2737613916397095,0.2553957998752594,1,0.23335132002830505,0.2962896227836609,0.2635793089866638,0.24421942234039307,1,0.25899451971054077,0.2712606191635132,0.28152939677238464,0.2529256045818329,2
9403280245.avi,3,0.1729453057050705,0.17955531179904938,0.20882083475589752,0.19860178232192993,2,0.19872382283210754,0.22821180522441864,0.2280733287334442,0.20807132124900818,1,0.20143765211105347,0.18701082468032837,0.23724856972694397,0.21911394596099854,2
5100401016.avi,2,0.21979665756225586,0.23374180495738983,0.24080532789230347,0.21740084886550903,2,0.2078837752342224,0.26941636204719543,0.2511606216430664,0.22829213738441467,1,0.2197297364473343,0.2523273229598999,0.22746852040290833,0.20786207914352417,1
5000951019.avi,1,0.20493042469024658,0.223114013671875,0.23304590582847595,0.20604407787322998,2,0.22232335805892944,0.24407020211219788,0.23130562901496887,0.20600274205207825,1,0.22894662618637085,0.22883403301239014,0.24008353054523468,0.19563725590705872,2
5100342023.avi,1,0.2669849395751953,0.2495092898607254,0.2733228802680969,0.26263272762298584,2,0.2761628031730652,0.27699947357177734,0.3031601905822754,0.27784794569015503,2,0.2794020175933838,0.26438596844673157,0.3014903664588928,0.28388214111328125,2
5000671022.avi,2,0.21516141295433044,0.23123416304588318,0.23433531820774078,0.21999084949493408,2,0.1982569694519043,0.2489965856075287,0.2478157877922058,0.21683457493782043,1,0.19768457114696503,0.24962912499904633,0.22487185895442963,0.2016139030456543,1
5000671063.avi,2,0.19027060270309448,0.21952418982982635,0.21123376488685608,0.19158630073070526,1,0.21249991655349731,0.2568407654762268,0.24012717604637146,0.1999017298221588,1,0.21068501472473145,0.22341462969779968,0.2373807430267334,0.20638561248779297,2
5100381021.avi,2,0.2345617413520813,0.2522936463356018,0.23624785244464874,0.22363024950027466,1,0.21435225009918213,0.24721956253051758,0.23512454330921173,0.22725749015808105,1,0.23360484838485718,0.2691609263420105,0.24070888757705688,0.20373371243476868,1
5000671069.avi,1,0.19620954990386963,0.2221565544605255,0.21428793668746948,0.19371578097343445,1,0.2036997675895691,0.25397294759750366,0.2424721121788025,0.19793614745140076,1,0.19468779861927032,0.2257557064294815,0.22272232174873352,0.19471490383148193,1
5100422034.avi,2,0.1946931779384613,0.22050663828849792,0.233207106590271,0.21390856802463531,2,0.1810360848903656,0.23500783741474152,0.24097993969917297,0.2151796817779541,2,0.19318217039108276,0.23334826529026031,0.23348891735076904,0.19900310039520264,2
5100381023.avi,3,0.2394753396511078,0.25822150707244873,0.24038469791412354,0.22853681445121765,1,0.2131117284297943,0.24983035027980804,0.23582172393798828,0.23374465107917786,1,0.23578837513923645,0.27280136942863464,0.24005192518234253,0.2037154734134674,1
5100091028.avi,2,0.2076711356639862,0.20110447704792023,0.24228541553020477,0.21429672837257385,2,0.199904665350914,0.2431005984544754,0.2242889404296875,0.20788630843162537,1,0.228225439786911,0.25653982162475586,0.26921406388282776,0.2252236157655716,2
5000441059.avi,2,0.20241490006446838,0.22979837656021118,0.2369946539402008,0.21846316754817963,2,0.20532017946243286,0.2485864758491516,0.2414039522409439,0.20457659661769867,1,0.21885742247104645,0.23857414722442627,0.24098001420497894,0.217615008354187,2
5100402023.avi,3,0.22675259411334991,0.24072295427322388,0.2439563274383545,0.22669939696788788,2,0.21833719313144684,0.26959964632987976,0.2525363266468048,0.228387713432312,1,0.2339014858007431,0.24877670407295227,0.24149292707443237,0.21383626759052277,1
5000441048.avi,2,0.2159368395805359,0.2434917390346527,0.24955235421657562,0.23544803261756897,2,0.21857139468193054,0.25985187292099,0.255492627620697,0.2256714254617691,1,0.24370543658733368,0.2531290650367737,0.26253142952919006,0.24008509516716003,2
5100461031.avi,2,0.16488321125507355,0.1943417489528656,0.20265677571296692,0.18906927108764648,2,0.15223869681358337,0.20365819334983826,0.2087726593017578,0.17801155149936676,2,0.17901426553726196,0.21926669776439667,0.23340080678462982,0.18330226838588715,2
9403280145.avi,2,0.1933457851409912,0.19793199002742767,0.22211231291294098,0.21580776572227478,2,0.21747618913650513,0.250868558883667,0.24022050201892853,0.22144049406051636,1,0.21741221845149994,0.2056073695421219,0.2493319809436798,0.22815653681755066,2
5100381034.avi,3,0.2404562383890152,0.25854650139808655,0.2408561110496521,0.23073023557662964,1,0.20909123122692108,0.24960783123970032,0.23291179537773132,0.22730779647827148,1,0.23661722242832184,0.27274957299232483,0.24342550337314606,0.20153163373470306,1
5100341074.avi,1,0.20340250432491302,0.21094472706317902,0.24277783930301666,0.20094171166419983,2,0.1884181797504425,0.24499037861824036,0.22978246212005615,0.19389301538467407,1,0.2031308263540268,0.22940386831760406,0.2340872883796692,0.18932121992111206,2
5100472058.avi,1,0.21838559210300446,0.21218076348304749,0.245614692568779,0.20588727295398712,2,0.1954214870929718,0.2400251179933548,0.2366172969341278,0.19984158873558044,1,0.198159322142601,0.23300503194332123,0.22755783796310425,0.19790726900100708,1
5000441064.avi,2,0.19903945922851562,0.2255719006061554,0.23353473842144012,0.21734945476055145,2,0.19513297080993652,0.24488027393817902,0.23820644617080688,0.20184208452701569,1,0.21832185983657837,0.23694944381713867,0.2382257580757141,0.21429769694805145,2
5100382014.avi,3,0.22551476955413818,0.25028935074806213,0.23644377291202545,0.22165779769420624,1,0.20173566043376923,0.2427406758069992,0.2345089614391327,0.22388482093811035,1,0.22074076533317566,0.26571938395500183,0.22966007888317108,0.19938012957572937,1
9289010266.avi,3,0.2043975591659546,0.22354844212532043,0.22439967095851898,0.22300472855567932,2,0.21391767263412476,0.25089600682258606,0.26974350214004517,0.21172398328781128,2,0.20758971571922302,0.21416416764259338,0.24917230010032654,0.25075551867485046,3
5000441008.avi,2,0.20407745242118835,0.23018458485603333,0.23681452870368958,0.22196567058563232,2,0.19710242748260498,0.24518334865570068,0.24548844993114471,0.2058936357498169,2,0.21757283806800842,0.23580220341682434,0.2396789789199829,0.22061029076576233,2
9289010262.avi,3,0.20359916985034943,0.2179168462753296,0.21908079087734222,0.21979695558547974,3,0.22292229533195496,0.26106327772140503,0.2718183398246765,0.21578282117843628,2,0.21847763657569885,0.22078406810760498,0.26267093420028687,0.262866348028183,3
8264120265.avi,1,0.21219997107982635,0.2304278016090393,0.23443862795829773,0.20506221055984497,2,0.22359026968479156,0.25565066933631897,0.23107656836509705,0.21591226756572723,1,0.22630684077739716,0.23681673407554626,0.24608869850635529,0.21899276971817017,2
5100421054.avi,2,0.1719900518655777,0.20085179805755615,0.21166831254959106,0.1829148828983307,2,0.1968524307012558,0.20900721848011017,0.22023198008537292,0.1985664814710617,2,0.1830386370420456,0.19711965322494507,0.22456325590610504,0.1848120391368866,2
5000672075.avi,3,0.2119147926568985,0.22766658663749695,0.2415410578250885,0.22180181741714478,2,0.2071809470653534,0.2660478353500366,0.2606399655342102,0.23115003108978271,1,0.2055453658103943,0.24627050757408142,0.23529478907585144,0.21356481313705444,1
5100461033.avi,2,0.1615382730960846,0.1915781944990158,0.19376584887504578,0.1852131336927414,2,0.15730081498622894,0.19466981291770935,0.20690639317035675,0.17190280556678772,2,0.170800119638443,0.21640533208847046,0.2232484221458435,0.17866946756839752,2
5100461004.avi,2,0.1612100750207901,0.19242574274539948,0.20306415855884552,0.19027145206928253,2,0.1521676629781723,0.19618380069732666,0.20466604828834534,0.17407041788101196,2,0.17624680697917938,0.22193437814712524,0.2282714694738388,0.18027722835540771,2
5100382062.avi,3,0.2197190225124359,0.24687570333480835,0.24245330691337585,0.22536486387252808,1,0.2031124383211136,0.23540465533733368,0.2360657900571823,0.2202906608581543,2,0.2337733507156372,0.25623488426208496,0.24595388770103455,0.21904250979423523,1
5000442009.avi,3,0.19421903789043427,0.2285432368516922,0.22248178720474243,0.20600160956382751,1,0.2030937522649765,0.24319222569465637,0.241141676902771,0.19868303835391998,1,0.21673765778541565,0.23309797048568726,0.23165598511695862,0.21223556995391846,1
9403280217.avi,2,0.2165513038635254,0.2159803807735443,0.23826463520526886,0.23485368490219116,2,0.21530333161354065,0.26544415950775146,0.25603431463241577,0.2379654049873352,1,0.22120732069015503,0.22077760100364685,0.2529541552066803,0.22320656478405,2
5000951023.avi,1,0.20961877703666687,0.21868743002414703,0.24574466049671173,0.21102353930473328,2,0.22866126894950867,0.25081586837768555,0.23960570991039276,0.21539095044136047,1,0.22968924045562744,0.2359265238046646,0.24237723648548126,0.1920921504497528,2
5100352022.avi,1,0.22965843975543976,0.2188442051410675,0.2544996440410614,0.2340717762708664,2,0.19333888590335846,0.24877293407917023,0.23456856608390808,0.21551957726478577,1,0.209665447473526,0.253680557012558,0.24509799480438232,0.19204983115196228,1
8264120117.avi,3,0.24403105676174164,0.25450319051742554,0.2675964832305908,0.22589021921157837,2,0.2629140019416809,0.27910318970680237,0.2612432837486267,0.23670946061611176,1,0.2605619728565216,0.2530168890953064,0.2781135141849518,0.23732741177082062,2
5100351001.avi,1,0.21225407719612122,0.22131852805614471,0.23794278502464294,0.2189827561378479,2,0.18681305646896362,0.24311092495918274,0.22310367226600647,0.22202573716640472,1,0.20500674843788147,0.2484753429889679,0.2453213483095169,0.20011217892169952,1
5100352054.avi,1,0.1982271373271942,0.1915116310119629,0.2232191562652588,0.19728361070156097,2,0.19583773612976074,0.2415216714143753,0.21678894758224487,0.20024491846561432,1,0.21712461113929749,0.2314327359199524,0.254493772983551,0.1980903446674347,2
9877360133.avi,0,0.27364856004714966,0.27821627259254456,0.2688864469528198,0.26454779505729675,1,0.230631023645401,0.29881563782691956,0.2664867341518402,0.2513887584209442,1,0.26765310764312744,0.2775205969810486,0.2828260660171509,0.2549802362918854,2
5100451017.avi,2,0.24251797795295715,0.2339484691619873,0.264646977186203,0.23858460783958435,2,0.20538505911827087,0.2471824288368225,0.24751755595207214,0.2102593183517456,2,0.21987104415893555,0.2628825306892395,0.2568669021129608,0.2184828817844391,1
987736022.avi,2,0.2731758952140808,0.29093870520591736,0.2667337954044342,0.25782132148742676,1,0.23154409229755402,0.29901131987571716,0.26239317655563354,0.2520703673362732,1,0.2681032121181488,0.27131444215774536,0.28198617696762085,0.2559794783592224,2
5000671049.avi,1,0.20399531722068787,0.22775667905807495,0.22521793842315674,0.204184427857399,1,0.2160392701625824,0.26774993538856506,0.25443440675735474,0.21522179245948792,1,0.20854531228542328,0.2347715049982071,0.22839951515197754,0.20443865656852722,1
5000951045.avi,2,0.18927109241485596,0.2145908921957016,0.22771771252155304,0.19763964414596558,2,0.1958775818347931,0.2443469613790512,0.22349786758422852,0.1936010867357254,1,0.19667768478393555,0.22083976864814758,0.22357133030891418,0.1853635162115097,2
5100351013.avi,1,0.19563691318035126,0.19286379218101501,0.22729787230491638,0.20612670481204987,2,0.20076227188110352,0.2466088980436325,0.21579819917678833,0.20488205552101135,1,0.22252608835697174,0.2385067343711853,0.25760626792907715,0.2004166841506958,2
5100462048.avi,2,0.16726970672607422,0.18916454911231995,0.1961212307214737,0.18666087090969086,2,0.16029396653175354,0.21214038133621216,0.21197690069675446,0.1756761372089386,1,0.17587614059448242,0.21368592977523804,0.22533488273620605,0.18017460405826569,2
9289010271.avi,2,0.1980595737695694,0.21259036660194397,0.21570813655853271,0.21472378075122833,2,0.21630915999412537,0.25749170780181885,0.2693946361541748,0.20995785295963287,2,0.21472139656543732,0.21462619304656982,0.25511202216148376,0.2577720284461975,3
8264120249.avi,1,0.21923494338989258,0.22051990032196045,0.22946427762508392,0.2097703069448471,2,0.23933149874210358,0.25264379382133484,0.24364283680915833,0.23799078166484833,1,0.2474094182252884,0.24044784903526306,0.26049137115478516,0.22194692492485046,2
5100422004.avi,3,0.18915151059627533,0.2150806039571762,0.22921927273273468,0.20821058750152588,2,0.17620837688446045,0.2271188199520111,0.2402162253856659,0.21600529551506042,2,0.19091878831386566,0.22148726880550385,0.2349010705947876,0.2059890776872635,2
5100452067.avi,3,0.21480843424797058,0.21196243166923523,0.24999293684959412,0.218959778547287,2,0.19313451647758484,0.23467104136943817,0.2335338443517685,0.19946034252643585,1,0.21059361100196838,0.24281713366508484,0.2582261860370636,0.22168777883052826,2
88265401240.mp4,3,0.2528885006904602,0.26540660858154297,0.2686500549316406,0.2571498155593872,2,0.23288995027542114,0.29399752616882324,0.2894515097141266,0.25471699237823486,1,0.2441301941871643,0.2656734883785248,0.2630294859409332,0.26114383339881897,1
5100381055.avi,2,0.2388693243265152,0.25815337896347046,0.24301756918430328,0.23226994276046753,1,0.2207990288734436,0.2604844868183136,0.24414807558059692,0.23770259320735931,1,0.24263478815555573,0.27782613039016724,0.24648115038871765,0.20955264568328857,1
5100401066.avi,3,0.20652452111244202,0.21979370713233948,0.22921329736709595,0.20546501874923706,2,0.21392890810966492,0.2659604847431183,0.2401827871799469,0.2171604037284851,1,0.23084726929664612,0.24325281381607056,0.2364112138748169,0.21485093235969543,1
5000671002.avi,2,0.19334760308265686,0.2192743420600891,0.22034741938114166,0.20022548735141754,2,0.1900222897529602,0.24430032074451447,0.24015919864177704,0.19460973143577576,1,0.18730732798576355,0.22554725408554077,0.21811385452747345,0.18514221906661987,1
5100461005.avi,2,0.165851891040802,0.19494186341762543,0.200912207365036,0.189047709107399,2,0.15929123759269714,0.20109125971794128,0.21006792783737183,0.17998266220092773,2,0.18047411739826202,0.2205972969532013,0.22954446077346802,0.18582716584205627,2
5100382070.avi,3,0.23146332800388336,0.2511897683143616,0.24436518549919128,0.22607514262199402,1,0.21169432997703552,0.24315820634365082,0.24013857543468475,0.22660815715789795,1,0.22963690757751465,0.26381105184555054,0.23486186563968658,0.20648661255836487,1
5100092011.avi,2,0.2117518186569214,0.21189405024051666,0.24748897552490234,0.22789797186851501,2,0.2150091677904129,0.23873504996299744,0.247153177857399,0.22974732518196106,2,0.24124638736248016,0.26786744594573975,0.2844305634498596,0.2667900621891022,2
928901013.avi,3,0.2574242949485779,0.26578956842422485,0.2675167918205261,0.26777955889701843,3,0.25809192657470703,0.30121541023254395,0.3138035833835602,0.25309574604034424,2,0.23244884610176086,0.24333705008029938,0.27416956424713135,0.2834359109401703,3
9877360183.avi,3,0.2268400490283966,0.24612142145633698,0.24214734137058258,0.24462275207042694,1,0.2052464634180069,0.26447823643684387,0.2562915086746216,0.22799474000930786,1,0.24308881163597107,0.261041522026062,0.26620957255363464,0.248446524143219,2
5100352060.avi,2,0.21071013808250427,0.20080214738845825,0.23560012876987457,0.21291953325271606,2,0.1966814547777176,0.246824249625206,0.22934558987617493,0.20749790966510773,1,0.21601852774620056,0.24296461045742035,0.2528357207775116,0.20744642615318298,2
9877360169.avi,1,0.26662477850914,0.26994234323501587,0.2735428512096405,0.2560751140117645,2,0.22185596823692322,0.2836786210536957,0.2627256512641907,0.23537877202033997,1,0.2558446228504181,0.26950716972351074,0.27535775303840637,0.2456260323524475,2
9877360152.avi,3,0.2598201036453247,0.265013724565506,0.2605173885822296,0.24618658423423767,1,0.23462586104869843,0.29464319348335266,0.2684743404388428,0.23927970230579376,1,0.25983864068984985,0.2619174122810364,0.2781667709350586,0.2562921643257141,2
5100452031.avi,3,0.22800429165363312,0.22907300293445587,0.25637155771255493,0.23046822845935822,2,0.196644589304924,0.23882877826690674,0.24457386136054993,0.20733723044395447,2,0.21123959124088287,0.25402116775512695,0.2613152265548706,0.2208200842142105,2
8264120262.avi,1,0.23288393020629883,0.23605412244796753,0.2329128086566925,0.2125830501317978,1,0.24600760638713837,0.24327954649925232,0.2506621479988098,0.2172294557094574,2,0.23139075934886932,0.2426164150238037,0.248192697763443,0.22534801065921783,2
8264120261.avi,1,0.24024835228919983,0.2442600429058075,0.24330948293209076,0.21899542212486267,1,0.2549673914909363,0.26957160234451294,0.2591482400894165,0.2277120053768158,1,0.24421733617782593,0.25518184900283813,0.26090899109840393,0.22767049074172974,2
5100341055.avi,3,0.19889315962791443,0.20234796404838562,0.24045678973197937,0.1928144246339798,2,0.19454467296600342,0.24577714502811432,0.22880703210830688,0.18747995793819427,1,0.2147495299577713,0.23010270297527313,0.24362990260124207,0.1938897967338562,2
5100352043.avi,1,0.2329501211643219,0.21698416769504547,0.2510284185409546,0.22623410820960999,2,0.19935479760169983,0.254921555519104,0.23917558789253235,0.21655023097991943,1,0.21146102249622345,0.25451090931892395,0.2474663406610489,0.19539238512516022,1
9877360141.avi,3,0.24937236309051514,0.25845977663993835,0.259723424911499,0.24148285388946533,2,0.2204548418521881,0.27081379294395447,0.25077807903289795,0.22691908478736877,1,0.25157496333122253,0.2588352560997009,0.27485892176628113,0.24539490044116974,2
